Customer_Name,Customer_Segment,Product_Sub_Category,Total Sales
Valerie Mitchum,Home Office,Pens & Art Supplies,1090.4
Mark Cousins,Corporate,Paper,1089.55
Ken Dana,Corporate,Appliances,1085.4
Herbert Flentye,Small Business,Chairs & Chairmats,1085.16
Barry Gonzalez,Small Business,Appliances,1082.8
Darren Powers,Corporate,Computer Peripherals,1082.43
Victoria Pisteka,Corporate,Storage & Organization,1082.43
Mark Cousins,Corporate,Pens & Art Supplies,1081.22
Justin Hirsh,Consumer,Appliances,1081.16
Darren Koutras,Consumer,Storage & Organization,1078.98
Paul Prost,Corporate,Pens & Art Supplies,1078.44
Alan Shonely,Small Business,Telephones and Communication,1077.81
Vivek Grady,Home Office,Bookcases,1077.28
Amy Cox,Small Business,Paper,1074.67
Don Jones,Corporate,Binders and Binder Accessories,1073.31
Joy Smith,Consumer,Computer Peripherals,1072.22
Peter Fuller,Consumer,Binders and Binder Accessories,1071.45
Grant Thornton,Corporate,Binders and Binder Accessories,1069.85
Dianna Vittorini,Corporate,Paper,1067.76
Cari Sayre,Home Office,Storage & Organization,1065.26
Michael Granlund,Home Office,Telephones and Communication,1064.79
Heather Kirkland,Home Office,Computer Peripherals,1064.23
Richard Bierner,Small Business,Telephones and Communication,1062.22
Corey Lock,Home Office,Paper,1060.33
Charles Crestani,Consumer,Storage & Organization,1059.72
Christopher Martinez,Home Office,Appliances,1058.82
Pierre Wener,Home Office,Paper,1058.79
Shaun Weien,Home Office,Storage & Organization,1058.45
Sanjit Engle,Home Office,Office Furnishings,1058.43
Jonathan Doherty,Corporate,Storage & Organization,1057.8
Catherine Glotzbach,Home Office,Appliances,1057.06
Ashley Jarboe,Home Office,Appliances,1055.98
Brosina Hoffman,Consumer,Appliances,1054.7
Dean Percer,Consumer,Office Furnishings,1053.84
Doug Bickford,Corporate,Computer Peripherals,1052.6
Rick Duston,Corporate,Pens & Art Supplies,1052.35
Tamara Manning,Corporate,Tables,1051.99
Roy Skaria,Corporate,Office Furnishings,1048.74
Jim Karlsson,Small Business,Computer Peripherals,1047.69
Fred Harton,Home Office,Binders and Binder Accessories,1046.75
Ed Braxton,Consumer,Paper,1044.71
Tanja Norvell,Consumer,Storage & Organization,1044.63
Nora Paige,Small Business,Office Machines,1043.12
Liz MacKendrick,Corporate,Bookcases,1042.63
Christy Brittain,Consumer,Paper,1042.62
Matt Collins,Consumer,Appliances,1042.25
Joe Elijah,Home Office,Envelopes,1041.78
Dave Hallsten,Home Office,Chairs & Chairmats,1039.56
Janet Molinari,Corporate,Pens & Art Supplies,1038.19
Steven Cartwright,Home Office,Office Machines,1035.2
Deanra Eno,Corporate,Storage & Organization,1033.93
Tracy Collins,Corporate,Paper,1033.44
Christina DeMoss,Home Office,Computer Peripherals,1032.97
Sam Zeldin,Small Business,Tables,1032.07
Tony Sayre,Home Office,Binders and Binder Accessories,1031.6
Nat Gilpin,Consumer,Office Furnishings,1031.23
Art Ferguson,Corporate,Computer Peripherals,1031.06
Cindy Schnelling,Corporate,Storage & Organization,1030.09
Lindsay Castell,Small Business,Paper,1029.29
Natalie Fritzler,Home Office,Paper,1027.66
Toby Knight,Corporate,Computer Peripherals,1027.15
Ed Jacobs,Small Business,Chairs & Chairmats,1025.88
Ruben Ausman,Corporate,Storage & Organization,1025.02
Bart Pistole,Home Office,Binders and Binder Accessories,1024.31
Aleksandra Gannaway,Corporate,Computer Peripherals,1024.29
Sanjit Jacobs,Consumer,Computer Peripherals,1021.18
Dan Campbell,Small Business,Envelopes,1020.78
Skye Norling,Home Office,Appliances,1020.61
Maribeth Yedwab,Home Office,Binders and Binder Accessories,1019.71
Bruce Stewart,Corporate,Office Furnishings,1018.57
Sanjit Chand,Home Office,Tables,1015.4
Thea Hudgings,Consumer,Computer Peripherals,1015.2
Gary Hansen,Consumer,Office Furnishings,1015.17
Neil Knudson,Corporate,Computer Peripherals,1014.97
Joe Elijah,Home Office,Binders and Binder Accessories,1013.94
Valerie Takahito,Consumer,Storage & Organization,1011.67
Jay Fine,Consumer,Paper,1011.54
Barbara Fisher,Small Business,Computer Peripherals,1010.73
Mary O'Rourke,Home Office,Paper,1010.26
Michelle Moray,Corporate,Office Furnishings,1009.42
Thea Hudgings,Consumer,Office Machines,1008.34
Maria Zettner,Corporate,Paper,1005.11
Charles Sheldon,Corporate,Computer Peripherals,1004.98
Stephanie Ulpright,Consumer,Paper,1004.18
Becky Martin,Home Office,Computer Peripherals,1003.71
Victoria Wilson,Home Office,Binders and Binder Accessories,1003.47
Kimberly Carter,Home Office,Computer Peripherals,1003.37
Bryan Mills,Small Business,Office Furnishings,1003.31
Beth Paige,Consumer,Appliances,1003.06
George Ashbrook,Consumer,Appliances,1002.73
Patricia Hirasaki,Home Office,Binders and Binder Accessories,1001.99
Matt Collins,Consumer,Pens & Art Supplies,1000.78
Harold Dahlen,Consumer,Computer Peripherals,999.89
Gary McGarr,Home Office,Office Furnishings,998.79
Cindy Stewart,Corporate,Storage & Organization,998.49
Claudia Miner,Small Business,Binders and Binder Accessories,998
Mike Gockenbach,Consumer,Computer Peripherals,997.19
Jill Stevenson,Consumer,Chairs & Chairmats,997
Lisa Hazard,Home Office,Computer Peripherals,996.72
Helen Andreada,Corporate,Telephones and Communication,995.72
Natalie Webber,Corporate,Telephones and Communication,994.47
Emily Ducich,Consumer,Computer Peripherals,994.27
Daniel Lacy,Small Business,Telephones and Communication,994.23
Yana Sorensen,Corporate,Storage & Organization,994.04
Tanja Norvell,Corporate,Pens & Art Supplies,992.95
Trudy Bell,Consumer,Telephones and Communication,992.02
Maxwell Schwartz,Corporate,Paper,991.61
Larry Tron,Corporate,Computer Peripherals,991.01
Robert Waldorf,Home Office,Paper,990.78
Alejandro Savely,Corporate,Computer Peripherals,990.73
Nathan Cano,Consumer,Computer Peripherals,990.5
Michael Dominguez,Home Office,Paper,989.05
Joy Daniels,Corporate,Telephones and Communication,988.64
Luke Schmidt,Home Office,Appliances,987.52
Karen Bern,Corporate,Telephones and Communication,987.32
Tim Brockman,Consumer,Computer Peripherals,987.17
Karen Seio,Consumer,Office Furnishings,986.75
Anna Andreadi,Small Business,Tables,986.27
Cari MacIntyre,Corporate,Paper,986.02
Annie Thurman,Home Office,Telephones and Communication,984.63
Phillina Ober,Small Business,Computer Peripherals,982.75
Peter Fuller,Consumer,Office Furnishings,981.73
Dan Campbell,Small Business,Appliances,981.26
Sally Matthias,Home Office,Telephones and Communication,981.04
Trudy Schmidt,Small Business,Paper,979.63
Sara Luxemburg,Small Business,Bookcases,979.52
Amy Hunt,Home Office,Paper,979.44
John Castell,Consumer,Paper,978.77
Julie Creighton,Corporate,Computer Peripherals,978.56
Tamara Willingham,Corporate,Pens & Art Supplies,977.92
John Lucas,Small Business,Paper,977.25
Erin Smith,Home Office,Bookcases,975.5
Anthony Johnson,Small Business,Binders and Binder Accessories,975.02
Yoseph Carroll,Consumer,Paper,973.9
Juliana Krohn,Corporate,Appliances,970.47
Sarah Brown,Consumer,Binders and Binder Accessories,967.78
Sally Hughsby,Consumer,Paper,967.5
Ionia McGrath,Home Office,Paper,966.88
Eugene Moren,Home Office,Computer Peripherals,965.82
Brendan Dodson,Corporate,Tables,965.69
Ed Braxton,Home Office,Appliances,965.57
Steve Nguyen,Consumer,Chairs & Chairmats,965.46
Cari Schnelling,Small Business,Paper,963.3
Andy Reiter,Corporate,Paper,962.42
Trudy Schmidt,Small Business,Office Furnishings,961.06
Greg Hansen,Home Office,Office Furnishings,960.12
Tony Sayre,Home Office,Office Machines,958.18
Stephanie Ulpright,Consumer,Storage & Organization,958.06
Christopher Conant,Home Office,Computer Peripherals,955.46
Ralph Kennedy,Corporate,Office Machines,955.29
Pauline Chand,Small Business,Telephones and Communication,954.87
Harold Dahlen,Corporate,Paper,953.44
Randy Ferguson,Home Office,Paper,953
Jack Lebron,Corporate,Office Machines,952.47
Alejandro Savely,Corporate,Office Furnishings,952.21
Maribeth Schnelling,Corporate,Office Furnishings,951.33
Sam Craven,Home Office,Appliances,951.31
Michelle Tran,Consumer,Bookcases,951.09
Mark Cousins,Home Office,Computer Peripherals,950.9
Karen Daniels,Consumer,Storage & Organization,950.3
Lynn Smith,Corporate,Storage & Organization,947.66
Neil Knudson,Home Office,Pens & Art Supplies,946.9
Sung Pak,Small Business,Storage & Organization,946.27
Robert Waldorf,Home Office,Pens & Art Supplies,945.86
Eileen Kiefer,Consumer,Paper,945.54
Cyra Reiten,Consumer,Computer Peripherals,945.24
Ralph Knight,Consumer,Paper,944.96
Tim Brockman,Consumer,Paper,941.4
Michael Paige,Small Business,Binders and Binder Accessories,940.92
Stewart Carmichael,Corporate,Appliances,939.39
Bobby Trafton,Small Business,Binders and Binder Accessories,938.73
Roger Barcio,Corporate,Pens & Art Supplies,938.37
Ken Black,Consumer,Storage & Organization,937.8
Brad Thomas,Home Office,Paper,936.2
Cynthia Delaney,Corporate,Paper,935.66
Corey Lock,Home Office,Telephones and Communication,934.94
Brad Eason,Small Business,Binders and Binder Accessories,930.11
Matt Collins,Consumer,Storage & Organization,928.62
Frank Hawley,Home Office,Paper,928.22
Mark Van Huff,Home Office,Telephones and Communication,927.99
Sandra Flanagan,Home Office,Appliances,927.97
Vivian Mathis,Consumer,Binders and Binder Accessories,926.85
Tanja Norvell,Consumer,Tables,926.58
Neil Ducich,Home Office,Storage & Organization,926.3
Liz Price,Consumer,Paper,925.3
David Philippe,Consumer,Binders and Binder Accessories,925.2
Dionis Lloyd,Small Business,Binders and Binder Accessories,924.97
Phillina Ober,Small Business,Office Furnishings,922.39
Max Engle,Corporate,Computer Peripherals,919.7
Jennifer Ferguson,Corporate,Paper,919.14
Alex Avila,Home Office,Office Furnishings,919
Annie Thurman,Home Office,Paper,917.69
Julia Dunbar,Consumer,Computer Peripherals,917.25
Eileen Kiefer,Consumer,Binders and Binder Accessories,916.05
Nora Pelletier,Corporate,Binders and Binder Accessories,914.8
Michael Stewart,Small Business,Computer Peripherals,914.54
Jill Matthias,Consumer,Pens & Art Supplies,913.99
Nathan Cano,Consumer,Telephones and Communication,913.41
Brian Moss,Corporate,Computer Peripherals,909.82
Rick Wilson,Corporate,Telephones and Communication,909.72
Tonja Turnell,Consumer,Office Furnishings,909.13
Amy Cox,Home Office,Tables,907.24
Rick Duston,Corporate,Appliances,907.18
Pete Takahito,Corporate,Telephones and Communication,906.02
Jennifer Braxton,Small Business,Bookcases,906.02
Carlos Daly,Home Office,Chairs & Chairmats,905.94
Sarah Jordon,Consumer,Office Furnishings,905.92
Parhena Norris,Home Office,Paper,905.32
Carl Jackson,Corporate,Storage & Organization,905.08
Dan Lawera,Corporate,Appliances,904.93
Max Ludwig,Corporate,Appliances,903.43
Michael Stewart,Small Business,Pens & Art Supplies,902.8
Ralph Kennedy,Corporate,Paper,902.58
Hallie Redmond,Small Business,Pens & Art Supplies,902.19
Michelle Arnett,Home Office,Tables,902.02
Ann Blume,Small Business,Computer Peripherals,901.81
Allen Armold,Home Office,Paper,901.32
Evan Henry,Corporate,Computer Peripherals,900.06
Lycoris Saunders,Home Office,Appliances,899.38
Lori Olson,Consumer,Computer Peripherals,898.9
Cindy Chapman,Consumer,Paper,898.78
Art Foster,Home Office,Chairs & Chairmats,897.42
Giulietta Dortch,Consumer,Pens & Art Supplies,897.38
Ann Steele,Corporate,Office Machines,896.49
Sung Pak,Small Business,Envelopes,893.29
Ritsa Hightower,Corporate,Office Furnishings,892.57
Larry Tron,Home Office,Telephones and Communication,891.61
Mitch Webber,Corporate,Envelopes,889.84
Roland Black,Small Business,Binders and Binder Accessories,889.1
Sally Matthias,Home Office,Paper,889
Jonathan Doherty,Corporate,Envelopes,887.98
Vivian Mathis,Consumer,Office Machines,887.94
Edward Becker,Corporate,Paper,887.12
Andrew Gjertsen,Consumer,Pens & Art Supplies,886.36
Saphhira Shifley,Consumer,Binders and Binder Accessories,886.27
Frank Carlisle,Small Business,Copiers and Fax,885.94
Art Ferguson,Corporate,Office Furnishings,884.76
Julia Dunbar,Consumer,Bookcases,883.23
Arthur Wiediger,Corporate,Storage & Organization,883.15
Damala Kotsonis,Corporate,Office Machines,879.54
Frank Atkinson,Corporate,Binders and Binder Accessories,879.11
Edward Becker,Corporate,Computer Peripherals,877.97
Katherine Nockton,Corporate,Appliances,877.64
Ed Ludwig,Consumer,Envelopes,877.47
Julie Prescott,Home Office,Appliances,876.75
Theresa Swint,Small Business,Storage & Organization,876.01
Sung Shariari,Corporate,Office Furnishings,875.52
Michael Kennedy,Corporate,Binders and Binder Accessories,875.15
Sonia Sunley,Corporate,Paper,874.8
Guy Armstrong,Corporate,Envelopes,874.07
Caroline Jumper,Corporate,Computer Peripherals,872.97
Matt Collister,Home Office,Storage & Organization,872.48
Thais Sissman,Small Business,Computer Peripherals,872.24
Karl Brown,Home Office,Binders and Binder Accessories,871.2
Brooke Gillingham,Small Business,Storage & Organization,869.78
Carl Weiss,Consumer,Office Furnishings,869.19
Lisa Hazard,Home Office,Office Furnishings,868.56
Maxwell Schwartz,Corporate,Computer Peripherals,866.73
Natalie Fritzler,Home Office,Office Machines,866.66
Edward Becker,Corporate,Binders and Binder Accessories,866.46
Carl Ludwig,Corporate,Storage & Organization,865.71
Dorris Love,Corporate,Computer Peripherals,865.35
Janet Lee,Consumer,Computer Peripherals,865.21
Nathan Mautz,Corporate,Office Furnishings,864.16
Arthur Prichep,Home Office,Pens & Art Supplies,863.2
Alyssa Crouse,Corporate,Envelopes,862.64
Carlos Meador,Corporate,Pens & Art Supplies,861.53
Carol Darley,Home Office,Paper,861.41
Justin Knight,Corporate,Bookcases,861.26
Steve Carroll,Consumer,Office Furnishings,861.16
Khloe Miller,Consumer,Office Furnishings,860.93
Rob Beeghly,Consumer,Binders and Binder Accessories,860.67
Don Miller,Home Office,Pens & Art Supplies,858.66
Justin Hirsh,Consumer,Computer Peripherals,857.95
Ricardo Emerson,Corporate,Computer Peripherals,857.42
Herbert Flentye,Small Business,Telephones and Communication,855.87
Steven Roelle,Small Business,Paper,855.53
Evan Bailliet,Corporate,Chairs & Chairmats,855.03
Lauren Leatherbury,Home Office,Pens & Art Supplies,854.9
Roger Demir,Consumer,Binders and Binder Accessories,854.38
Meg Tillman,Small Business,Appliances,854.23
Laura Armstrong,Small Business,Binders and Binder Accessories,853.18
Toby Braunhardt,Corporate,Telephones and Communication,853.16
Alice McCarthy,Corporate,Binders and Binder Accessories,852.75
Michelle Huthwaite,Home Office,Envelopes,852.65
Randy Bradley,Small Business,Office Furnishings,852.05
Candace McMahon,Corporate,Binders and Binder Accessories,851.61
Maya Herman,Corporate,Binders and Binder Accessories,851.17
Helen Wasserman,Home Office,Appliances,849.51
Erin Creighton,Corporate,Computer Peripherals,848.92
Karen Carlisle,Corporate,Computer Peripherals,848.41
Greg Guthrie,Corporate,Appliances,848.2
Darren Powers,Corporate,Storage & Organization,847.82
Brian Stugart,Consumer,Computer Peripherals,846.85
David Philippe,Consumer,Pens & Art Supplies,846.75
Tamara Dahlen,Corporate,Office Furnishings,846.59
Carol Darley,Home Office,Telephones and Communication,846.08
Rob Haberlin,Corporate,Storage & Organization,845.9
Arthur Prichep,Home Office,Paper,845.11
Lena Cacioppo,Home Office,Office Furnishings,844.67
Dorothy Wardle,Corporate,Office Furnishings,844.09
Ralph Kennedy,Corporate,Office Furnishings,842.65
Joni Blumstein,Consumer,Telephones and Communication,842.61
Nick Crebassa,Corporate,Storage & Organization,841.51
Brad Eason,Small Business,Office Furnishings,840.2
Harry Marie,Consumer,Office Machines,839.19
Frank Gastineau,Small Business,Binders and Binder Accessories,839.07
Art Ferguson,Corporate,Envelopes,838.05
Jennifer Ferguson,Corporate,Storage & Organization,835.48
Mary O'Rourke,Home Office,Storage & Organization,834.81
Harold Pawlan,Small Business,Envelopes,833
James Galang,Consumer,Paper,832.05
Michelle Moray,Corporate,Appliances,831.89
Ed Braxton,Home Office,Chairs & Chairmats,830.28
Laurel Elliston,Home Office,Office Furnishings,830.27
George Ashbrook,Consumer,Telephones and Communication,829.62
Ken Dana,Small Business,Pens & Art Supplies,827.83
Harold Dahlen,Corporate,Computer Peripherals,827.27
Grant Carroll,Corporate,Telephones and Communication,826.97
Ryan Akin,Consumer,Office Furnishings,826.27
Max Engle,Corporate,Storage & Organization,825.82
Mitch Gastineau,Small Business,Pens & Art Supplies,825.8
Deirdre Greer,Home Office,Computer Peripherals,825.12
Erica Bern,Corporate,Envelopes,825.01
David Flashing,Home Office,Computer Peripherals,824.51
Frank Hawley,Home Office,Office Furnishings,823.78
Jennifer Patt,Home Office,Paper,823.51
Dorris Love,Corporate,Paper,823.07
Joni Blumstein,Consumer,Appliances,822.91
Brad Thomas,Corporate,Office Furnishings,821.11
Toby Carlisle,Home Office,Computer Peripherals,820.73
Darren Powers,Corporate,Telephones and Communication,818.54
Becky Castell,Consumer,Storage & Organization,817.18
Helen Wasserman,Home Office,Computer Peripherals,815.87
Carl Weiss,Consumer,Pens & Art Supplies,814.5
Nat Carroll,Home Office,Binders and Binder Accessories,813.57
Neil Knudson,Home Office,Office Furnishings,812.21
Joni Wasserman,Consumer,Computer Peripherals,811.68
Carlos Daly,Corporate,Storage & Organization,811.13
Natalie Fritzler,Home Office,Binders and Binder Accessories,809.91
Jill Matthias,Consumer,Telephones and Communication,808.67
Anne Pryor,Consumer,Storage & Organization,807.45
Joy Smith,Consumer,Binders and Binder Accessories,806.76
Aaron Hawkins,Home Office,Paper,806.25
Alejandro Grove,Corporate,Envelopes,806.08
Bobby Odegard,Corporate,Computer Peripherals,806.06
Patrick Ryan,Corporate,Computer Peripherals,806.05
Joel Eaton,Home Office,Binders and Binder Accessories,803.83
MaryBeth Skach,Home Office,Pens & Art Supplies,803.47
Maribeth Yedwab,Home Office,"Scissors, Rulers and Trimmers",803.33
Doug Jacobs,Home Office,Telephones and Communication,803.27
Meg Tillman,Small Business,Chairs & Chairmats,803.11
Mark Haberlin,Small Business,Paper,802.46
Maria Bertelson,Home Office,Binders and Binder Accessories,802.44
Liz Willingham,Corporate,Office Furnishings,802.16
Lauren Leatherbury,Corporate,Appliances,801.98
John Dryer,Corporate,Office Machines,801.45
Karen Carlisle,Home Office,Office Furnishings,797.55
Michelle Huthwaite,Home Office,Office Furnishings,797.41
David Wiener,Consumer,Binders and Binder Accessories,796.14
Shirley Schmidt,Corporate,Computer Peripherals,796.08
Melanie Page,Corporate,Office Furnishings,796.03
Annie Cyprus,Home Office,Chairs & Chairmats,795.74
Stefania Perrino,Corporate,Binders and Binder Accessories,795.59
Ann Blume,Small Business,Office Machines,794.58
Lena Radford,Small Business,Tables,794.58
Mary Zewe,Corporate,Paper,794.32
Barry Weirich,Corporate,Paper,793.85
Victoria Wilson,Home Office,Office Furnishings,791.94
Craig Carroll,Small Business,Binders and Binder Accessories,790.63
Bill Tyler,Consumer,Computer Peripherals,790.24
Cari Schnelling,Home Office,Chairs & Chairmats,789.94
Beth Thompson,Corporate,Storage & Organization,789.01
Patricia Hirasaki,Home Office,Office Furnishings,787.92
Jonathan Howell,Consumer,Computer Peripherals,787.63
Ross Baird,Corporate,Pens & Art Supplies,787.56
Patricia Hirasaki,Home Office,Computer Peripherals,786.26
Olvera Toch,Home Office,Storage & Organization,786.13
Chuck Sachs,Consumer,Bookcases,784.08
Philip Brown,Home Office,Paper,783.64
Mark Packer,Small Business,Binders and Binder Accessories,783.48
Nicole Brennan,Consumer,Pens & Art Supplies,783.08
Thea Hudgings,Consumer,Envelopes,782.93
Joy Smith,Consumer,Telephones and Communication,782.45
Shaun Weien,Home Office,Paper,782.13
Dorris Love,Home Office,Storage & Organization,779.4
Eugene Barchas,Corporate,Paper,778.27
Dave Poirier,Small Business,Paper,778.16
Jasper Cacioppo,Home Office,Pens & Art Supplies,777.78
Sarah Foster,Corporate,Pens & Art Supplies,777.63
Tracy Poddar,Corporate,Envelopes,775.77
Neil French,Consumer,Chairs & Chairmats,775.74
Maureen Gastineau,Consumer,Appliances,773.83
Duane Benoit,Home Office,Storage & Organization,773.74
Barbara Fisher,Small Business,Office Furnishings,773.44
Luke Foster,Corporate,Binders and Binder Accessories,772.67
Todd Boyes,Consumer,Telephones and Communication,771.78
Doug Bickford,Corporate,Chairs & Chairmats,770.76
Vicky Freymann,Home Office,Storage & Organization,770.53
Brian Stugart,Consumer,Paper,769.29
John Murray,Small Business,Bookcases,769.17
Greg Tran,Home Office,Binders and Binder Accessories,769.02
Valerie Takahito,Consumer,Paper,767.91
Jas O'Carroll,Home Office,Telephones and Communication,766.96
Thomas Brumley,Consumer,Paper,765.95
Dan Lawera,Corporate,Pens & Art Supplies,764.32
Magdelene Morse,Home Office,Paper,764.13
Sue Ann Reed,Consumer,Binders and Binder Accessories,763.08
Penelope Sewall,Home Office,Binders and Binder Accessories,762.2
Tamara Dahlen,Corporate,Paper,761.65
Sonia Sunley,Small Business,Envelopes,761.23
Caroline Jumper,Corporate,Pens & Art Supplies,761.02
Lena Radford,Small Business,Chairs & Chairmats,759.94
Neola Schneider,Home Office,Computer Peripherals,759.84
Olvera Toch,Home Office,Paper,758.15
Anthony Garverick,Small Business,Computer Peripherals,757.91
Liz MacKendrick,Corporate,Computer Peripherals,757.72
Hallie Redmond,Small Business,Chairs & Chairmats,757.11
Claudia Miner,Small Business,Office Machines,756.15
Patrick O'Donnell,Home Office,Binders and Binder Accessories,755.71
John Lucas,Corporate,Telephones and Communication,755.61
George Ashbrook,Consumer,Binders and Binder Accessories,755.25
Aimee Bixby,Home Office,Office Furnishings,755.19
Denny Ordway,Small Business,Bookcases,754.94
Adrian Shami,Consumer,Office Machines,754.92
Elizabeth Moffitt,Consumer,Paper,752.43
Eric Barreto,Consumer,Office Machines,751.94
Barry Weirich,Corporate,Envelopes,751.77
Duane Huffman,Small Business,Binders and Binder Accessories,751.52
Matt Collister,Home Office,Office Furnishings,750.14
Duane Huffman,Consumer,Storage & Organization,750.03
Dave Hallsten,Corporate,Paper,748.84
Helen Andreada,Corporate,Bookcases,748.25
Steve Chapman,Corporate,Paper,745.25
John Murray,Small Business,Storage & Organization,744.64
Jenna Caffey,Consumer,Paper,744.57
Suzanne McNair,Corporate,Computer Peripherals,743.71
Ken Black,Consumer,Office Furnishings,742.8
Deanra Eno,Corporate,Envelopes,742.03
Dennis Pardue,Corporate,Paper,741.84
Chuck Clark,Corporate,Envelopes,741.57
Andy Gerbode,Consumer,Storage & Organization,740.49
Kristina Nunn,Consumer,Appliances,740.4
Beth Thompson,Corporate,Binders and Binder Accessories,740.11
Duane Noonan,Corporate,Telephones and Communication,740.01
Katrina Bavinger,Consumer,Envelopes,739.94
Rob Williams,Home Office,Appliances,739.28
Eric Barreto,Consumer,Computer Peripherals,739.07
Philip Fox,Home Office,Appliances,738.8
Scott Cohen,Consumer,Telephones and Communication,738.25
Fred Harton,Home Office,Chairs & Chairmats,737.38
Chloris Kastensmidt,Consumer,Binders and Binder Accessories,737.25
Alan Haines,Consumer,Pens & Art Supplies,736.74
Jane Waco,Corporate,Binders and Binder Accessories,736.3
Jennifer Jackson,Home Office,Paper,735.22
Julia Dunbar,Consumer,Labels,734.49
Toby Swindell,Small Business,Envelopes,733.55
Shaun Chance,Corporate,Computer Peripherals,733.36
Lori Olson,Consumer,Office Furnishings,731.58
Lindsay Castell,Small Business,Office Machines,730.33
Keith Dawkins,Home Office,Pens & Art Supplies,729.21
Joy Smith,Corporate,Binders and Binder Accessories,728.66
Berenike Kampe,Corporate,Telephones and Communication,728.13
Saphhira Shifley,Consumer,Paper,728.06
Melanie Page,Corporate,Office Machines,727.64
Mark Cousins,Corporate,Office Furnishings,727.38
Stefanie Holloman,Small Business,Office Furnishings,726.22
Barry Gonzalez,Consumer,Paper,725.8
Anna Andreadi,Small Business,Paper,725.51
Harold Ryan,Home Office,Appliances,725.15
Roy Skaria,Corporate,Appliances,724.13
Sally Matthias,Home Office,Office Furnishings,723.82
Saphhira Shifley,Corporate,Envelopes,723.17
Jim Mitchum,Consumer,Office Furnishings,721.69
Rick Bensley,Consumer,Office Machines,720.52
Victoria Pisteka,Corporate,Appliances,720.09
Helen Abelman,Home Office,Computer Peripherals,717.29
Carlos Daly,Home Office,Appliances,716.84
Duane Noonan,Corporate,Office Furnishings,715.8
Jason Gross,Small Business,Pens & Art Supplies,713.7
Michelle Arnett,Home Office,Storage & Organization,712.64
Yana Sorensen,Corporate,Binders and Binder Accessories,711.84
Jas O'Carroll,Corporate,Office Furnishings,711.21
Eugene Moren,Home Office,Paper,710.86
Mike Kennedy,Corporate,Pens & Art Supplies,710.57
Khloe Miller,Corporate,Office Furnishings,710.53
Delfina Latchford,Small Business,Telephones and Communication,710.33
Katherine Ducich,Corporate,Paper,709.27
John Castell,Consumer,Bookcases,709.04
Michael Moore,Corporate,Tables,708.87
Brad Eason,Small Business,Storage & Organization,707.73
Raymond Fair,Small Business,Paper,707.66
Cynthia Voltz,Corporate,Pens & Art Supplies,707.58
Ken Dana,Corporate,Storage & Organization,707.44
Tom Stivers,Small Business,Bookcases,707.3
Steve Chapman,Corporate,Binders and Binder Accessories,706.91
Christine Phan,Small Business,Binders and Binder Accessories,706.79
Randy Bradley,Small Business,Computer Peripherals,706.53
Scot Coram,Corporate,Telephones and Communication,706.39
Nick Zandusky,Small Business,Telephones and Communication,705.69
Shaun Chance,Corporate,Bookcases,704.77
Fred Chung,Corporate,Appliances,703.54
Rick Hansen,Home Office,Paper,703.33
Michelle Arnett,Home Office,Office Furnishings,702.79
Bobby Odegard,Corporate,Office Machines,701.94
Muhammed MacIntyre,Small Business,Office Machines,701.46
Janet Martin,Corporate,Appliances,700.95
Susan Vittorini,Home Office,Office Machines,700.73
Michael Oakman,Small Business,"Scissors, Rulers and Trimmers",700.69
John Castell,Consumer,Telephones and Communication,700.37
George Bell,Corporate,Computer Peripherals,700.35
Fred Wasserman,Home Office,Storage & Organization,700.33
Roy Skaria,Corporate,Paper,698.6
Meg O'Connel,Corporate,Envelopes,698.1
Ann Chong,Corporate,Computer Peripherals,697.93
Shahid Shariari,Corporate,Office Machines,697.5
Michael Granlund,Corporate,Paper,697.45
Alex Avila,Home Office,Paper,697.04
Seth Vernon,Home Office,Storage & Organization,695.99
Brian Stugart,Consumer,Envelopes,693.06
Bobby Odegard,Consumer,Paper,692.15
Maria Bertelson,Home Office,Pens & Art Supplies,692.11
Charles McCrossin,Corporate,Binders and Binder Accessories,691.59
Tony Molinari,Corporate,Paper,691.24
Jason Gross,Small Business,Office Furnishings,691.09
Maria Bertelson,Home Office,Office Furnishings,690.88
Randy Ferguson,Home Office,Office Furnishings,690.14
Sean Braxton,Small Business,Appliances,689.74
Sung Shariari,Corporate,Binders and Binder Accessories,689.05
Candace McMahon,Corporate,Office Furnishings,688.22
Tracy Poddar,Corporate,Tables,687.55
Grace Kelly,Consumer,Office Furnishings,686.2
Pauline Chand,Corporate,Binders and Binder Accessories,685.16
Greg Guthrie,Small Business,Office Furnishings,684.66
Alejandro Ballentine,Small Business,Pens & Art Supplies,684.6
Sylvia Foulston,Corporate,Envelopes,683.46
Cindy Chapman,Consumer,Binders and Binder Accessories,682.67
Doug Bickford,Corporate,Paper,681.07
Allen Rosenblatt,Small Business,Telephones and Communication,680.86
Matt Abelman,Small Business,Office Furnishings,679.86
Ionia McGrath,Home Office,Binders and Binder Accessories,679.65
Sanjit Jacobs,Consumer,Office Furnishings,679.6
Edward Hooks,Consumer,Binders and Binder Accessories,679.23
Eleni McCrary,Corporate,Computer Peripherals,677.9
Tom Stivers,Small Business,Computer Peripherals,677.43
Darrin Martin,Small Business,Storage & Organization,677.19
Brad Norvell,Corporate,Paper,676.26
Bruce Degenhardt,Home Office,Office Furnishings,675.71
Daniel Raglin,Corporate,Paper,675.23
